wine,rating,reviewer
Georges Vigouroux 2012 Pigmentum Rouge Malbec (Cahors),85,Roger Voss
Georges Vigouroux 2013 Gouleyant Malbec (Cahors),87,Roger Voss
Georges Vigouroux 2014 Ch창teau de Haute-Serre Cuv챕e G챕ron Dadine de Haute-Serre Malbec (Cahors),94,Roger Voss
Georges Vigouroux 2014 Ch창teau de Haute-Serre Malbec (Cahors),90,Roger Voss
Georges Vigouroux 2014 Ch창teau de Mercu챔s Cuv챕e 6666 Malbec (Cahors),94,Roger Voss
Georges Vigouroux 2014 Ch창teau de Mercu챔s Malbec (Cahors),92,Roger Voss
Georges Vigouroux 2014 Ch창teau L챕ret Monpezat Malbec (Cahors),90,Roger Voss
Georges Vigouroux 2014 Ch창teau L챕ret Reserve Malbec (Cahors),89,Roger Voss
Georges Vigouroux 2014 Ch창teau Pech de Jammes Malbec (Cahors),92,Roger Voss
Georges Vigouroux 2014 Gouleyant Malbec (Cahors),86,Roger Voss
Georges Vigouroux 2014 Pigmentum Malbec (Cahors),88,Roger Voss
Georges Vigouroux 2015 Atrium Malbec (Cahors),88,Roger Voss
Georges Vigouroux 2015 Gouleyant Malbec (Cahors),87,Roger Voss
Georges Vigouroux 2015 Le Temps des Vendanges Malbec-Merlot,85,Roger Voss
Georges Vigouroux 2015 Le Temps des Vendanges Sauvignon Blanc-Loin de l'Oeil White,85,Roger Voss
Georges Vigouroux 2015 Les Comtes de Cahors Malbec (Cahors),85,Roger Voss
Georges Vigouroux 2015 Petit Jammes Malbec (Cahors),87,Roger Voss
Georges Vigouroux 2016 Le Temps des Vendanges Malbec-Merlot,84,Roger Voss
Gere Attila 2011 Weninger & Gere Ros�?(Vill찼ny),85,Anna Lee C. Iijima
Ghost Hill 2011 Bayliss-Bower Vineyard Blanc Pinot Noir,91,Paul Gregutt
Ghost Hill 2011 The Spirit Of Pinot Noir,88,Paul Gregutt
Ghost Hill 2012 Bayliss-Bower Vineyard Pinot Noir,93,Paul Gregutt
Ghost Hill 2012 Prospector's Reserve Pinot Noir,94,Paul Gregutt
Ghost Hill 2014 Bayliss-Bower Vineyard Pinot Noir,91,Paul Gregutt
Ghost Hill 2014 Bayliss-Bower Vineyard Pinot Noir Blanc Pinot Noir,90,Paul Gregutt
Ghost Hill 2014 Prospector's Reserve Pinot Noir,91,Paul Gregutt
Giacosa Fratelli 2012 Scarrone Vigna Madorlo  (Barolo),88,Kerin O??�eefe
Giesen 2013 Clavin Single Vineyard Selection Pinot Noir (Marlborough),90,Joe Czerwinski
Giesen 2013 The Fuder Single Vineyard Selection Dillons Point Sauvignon Blanc (Marlborough),91,Joe Czerwinski
Giesen 2013 The Fuder Single Vineyard Selection Matthews Lane Sauvignon Blanc (Marlborough),93,Joe Czerwinski
Gifford Hirlinger 2007 Estate Petite Verdot (Walla Walla Valley (WA)),89,Paul Gregutt
Gifford Hirlinger 2008 Estate Petite Verdot (Walla Walla Valley (WA)),90,Paul Gregutt
Gino Fasoli 2015 Tasi  (Valpolicella Ripasso),89,Kerin O??�eefe
Gino Fasoli 2015 Valpo  (Valpolicella Superiore Ripasso),90,Kerin O??�eefe
Gino Fasoli 2016 Tasi Brut  (Prosecco),87,Kerin O??�eefe
Gino Fasoli NV Brut  (Prosecco),86,Kerin O??�eefe
Gloria Ferrer NV Blanc de Blancs Sparkling (Carneros),88,Virginie Boone
Gloria Ferrer NV Brut Ros�?Sparkling (Carneros),88,Virginie Boone
Goat Bubbles 2013 Brut Cuv챕e Sparkling (Santa Barbara County),92,Matt Kettmann
Gonz찼lez Byass NV Alfonso Oloroso Seco Palomino (Jerez),89,Michael Schachner
Gonz찼lez Byass NV Nectar Dulce Pedro Xim챕nez (Jerez),90,Michael Schachner
Gonz찼lez Byass NV Nectar Dulce Pedro Xim챕nez (Jerez),93,Michael Schachner
Gonz찼lez Byass NV Vi챰a AB Amontillado Seco Palomino (Jerez),83,Michael Schachner
Goodfellow 2012 Bishop Creek Vineyard Pinot Noir,90,Paul Gregutt
Goodfellow 2014 Bishop Creek Vineyard Pinot Noir,89,Paul Gregutt
Gordon Estate 2014 Estate Grown Syrah (Columbia Valley (WA)),87,Sean P. Sullivan
Gosset NV Grand Blanc de Blancs Brut Chardonnay (Champagne),91,Roger Voss
Gosset NV Grand Brut Ros�? (Champagne),86,Joe Czerwinski
Gosset NV Grand Brut Ros�? (Champagne),87,Michael Schachner
Gosset NV Grande R챕serve Brut  (Champagne),88,Paul Gregutt
Gosset NV Grande R챕serve Brut  (Champagne),89,Joe Czerwinski
Gosset NV Grande R챕serve Brut  (Champagne),89,Paul Gregutt
Gosset NV Grande R챕serve Brut  (Champagne),89,Roger Voss
Gosset NV Grande R챕serve Brut  (Champagne),90,Paul Gregutt
Gosset NV Grande R챕serve Brut  (Champagne),91,Roger Voss
Gosset NV Grande R챕serve Brut  (Champagne),92,Michael Schachner
Gotsa Family Wines 2013 Babaneuri Valley Mtsvane,87,Mike DeSimone
Gotsa Family Wines 2014 Asureti Valley Chinuri,87,Mike DeSimone
Gotsa Family Wines 2015 Dry Unfiltered Rkatsiteli Mtsvane White,88,Mike DeSimone
Gran Moraine 2013 Chardonnay,92,Paul Gregutt
Gran Moraine 2013 Pinot Noir,91,Paul Gregutt
Gratavinum 2009 2?R Red (Priorat),92,Michael Schachner
Gratien et Meyer NV Brut  (Saumur),85,Roger Voss
Gratien et Meyer NV Brut Sparkling (Cr챕mant de Loire),88,Roger Voss
Gratien et Meyer NV Brut Sparkling (Cr챕mant de Loire),89,Roger Voss
Gratien et Meyer NV Cuv챕e Flamme Brut  (Saumur),89,Roger Voss
Gregory Graham 2008 Crimson Hill Vineyard Estate Syrah (Red Hills Lake County),85,Virginie Boone
Gremillet NV Blanc de Noirs Brut Pinot Noir (Champagne),90,Roger Voss
Gremillet NV Blanc de Noirs Brut Pinot Noir (Champagne),92,Roger Voss
Gremillet NV S챕lection Brut  (Champagne),89,Roger Voss
Gremillet NV S챕lection Brut  (Champagne),90,Roger Voss
Grgi??Vina 2007 Plavac Mali (Peljesac),89,Anna Lee C. Iijima
Grgi??Vina 2008 Plavac Mali (Dinga??,90,Anna Lee C. Iijima
Grgi??Vina 2010 Posip (Kor?�ula),89,Anna Lee C. Iijima
Guenoc 2009 Chardonnay (Lake County),85,Virginie Boone
Guicciardini Strozzi 2012 Vignar�?Red (Toscana),88,Kerin O??�eefe
Gump Markus Prackwieser 2014 Praesulis Pinot Bianco (Alto Adige),91,Kerin O??�eefe
Gump Markus Prackwieser 2014 Praesulis Sauvignon (Alto Adige),91,Kerin O??�eefe
Gunter Triebaumer 2015 Blaufr채nkisch (Burgenland),91,Anne Krebiehl?�MW
Gustave Lorentz NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),86,Roger Voss
Gustave Lorentz NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),87,Anne Krebiehl?�MW
Gustave Lorentz NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),87,Roger Voss
Gustave Lorentz NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Gustave Lorentz NV Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Gustave Lorentz NV Brut Sparkling (Cr챕mant d'Alsace),88,Roger Voss
Gypsy Dancer 2005 A&G; Estate Vineyard Pinot Noir (Dundee Hills),91,Paul Gregutt
H to H 2016 Homage to Heritage Ros�?(C척tes du Rh척ne),89,Anna Lee C. Iijima
H. Blin NV Brut Ros�? (Champagne),89,Roger Voss
Halcon 2013 Alturas Syrah (Yorkville Highlands),92,Jim Gordon
Halcon 2014 Esquisto Red (Yorkville Highlands),93,Jim Gordon
Halcon 2014 Oppenlander Vineyard Pinot Noir (Mendocino),92,Jim Gordon
Halcon 2014 Wentzel Vineyard Pinot Noir (Anderson Valley),91,Jim Gordon
Hattingley Valley Wines NV Classic Reserve Sparkling (England),91,Anne Krebiehl?�MW
Hawk and Horse Vineyards 2008 Cabernet Sauvignon (Red Hills Lake County),89,Virginie Boone
Hawk and Horse Vineyards 2009 Cabernet Sauvignon (Red Hills Lake County),87,Virginie Boone
Hawk and Horse Vineyards 2010 Cabernet Sauvignon (Red Hills Lake County),88,Jim Gordon
Hawk and Horse Vineyards 2011 Cabernet Sauvignon (Red Hills Lake County),91,Jim Gordon
Hawk and Horse Vineyards 2011 Latigo Dessert Wine Cabernet Sauvignon (Red Hills Lake County),92,Jim Gordon
Hawks View 2011 Chardonnay,86,Paul Gregutt
Hedges Family Estate 2007 Red Mountain Red Red (Red Mountain),90,Paul Gregutt
Hedges Family Estate 2012 C.M.S. Red (Columbia Valley (WA)),88,Sean P. Sullivan
Hedges Family Estate 2012 Estate Grown and Bottled Red (Red Mountain),91,Sean P. Sullivan
Hedges Family Estate 2013 House of Independent Producers Dionysus Vineyard Chardonnay (Columbia Valley (WA)),87,Sean P. Sullivan
Hedges Family Estate 2013 House of Independent Producers Sagemoor Farms Vineyard Cabernet Sauvignon (Columbia Valley (WA)),89,Sean P. Sullivan
Hedges Family Estate 2014 C.M.S. Unoaked White Wine Sauvignon Blanc (Columbia Valley (WA)),86,Sean P. Sullivan
Hedges Family Estate NV House of Independent Producers Bacchus Vineyard Merlot (Columbia Valley (WA)),89,Sean P. Sullivan
Heidsieck & Co Monopole NV Blue Top Brut  (Champagne),85,Joe Czerwinski
Heidsieck & Co Monopole NV Blue Top Brut  (Champagne),86,Joe Czerwinski
Heidsieck & Co Monopole NV Blue Top Brut  (Champagne),87,Roger Voss
Heidsieck & Co Monopole NV Extra Dry  (Champagne),86,Joe Czerwinski
Heidsieck & Co Monopole NV Extra Dry  (Champagne),87,Michael Schachner
Heidsieck & Co Monopole NV Ros�?Top  (Champagne),85,Roger Voss
Heidsieck & Co Monopole NV Ros�?Top  (Champagne),89,Joe Czerwinski
Heidsieck & Co Monopole NV Ros�?Top  (Champagne),91,Michael Schachner
Hellfire 2007 White Wine White (Columbia Gorge (OR)),84,Paul Gregutt
Hendry 2012 Blocks 7 & 22 Zinfandel (Napa Valley),90,Virginie Boone
Henri Abele NV Brut  (Champagne),91,Paul Gregutt
Henri Abel�?NV Brut Ros�? (Champagne),89,Roger Voss
Henri Bourgeois 2015 Les Baronnes  (Sancerre),87,Roger Voss
Henri de Villamont 2015 Le Village  (Savigny-l챔s-Beaune),88,Roger Voss
Henri de Villamont 2015 Renardes  (Corton Les Renardes),94,Roger Voss
Henriet-Bazin NV Blanc de Blancs Premier Cru Extra Brut Chardonnay (Champagne),91,Roger Voss
Henriot NV Ros�?Brut  (Champagne),92,Roger Voss
Herdade das Servas 2010 Reserva Petite Verdot (Alentejano),91,Roger Voss
Heringer 2012 Petite Verdot (Clarksburg),89,Jim Gordon
Herman Story 2014 Nuts & Bolts Syrah (California),95,Matt Kettmann
Hidalgo NV Gobernador Oloroso Seco Palomino (Jerez),88,Michael Schachner
Hirsch 2012 Block 8 Pinot Noir (Sonoma Coast),91,Jim Gordon
Hirsch 2012 East Ridge Pinot Noir (Sonoma Coast),90,Jim Gordon
Hirsch 2012 Estate Reserve Pinot Noir (Sonoma Coast),90,Jim Gordon
Hirsch 2012 San Andreas Fault Pinot Noir (Sonoma Coast),87,Jim Gordon
Hirsch 2013 East Ridge Pinot Noir (Sonoma Coast),88,Jim Gordon
Hirsch 2013 Estate Chardonnay (Sonoma Coast),87,Jim Gordon
Hirsch 2013 Reserve Pinot Noir (Sonoma Coast),89,Jim Gordon
Hirsch 2013 San Andreas Fault Pinot Noir (Sonoma Coast),89,Jim Gordon
Hirsch 2013 The Bohan-Dillon Estate Pinot Noir (Sonoma Coast),87,Jim Gordon
Hirsch 2014 Block 8 Pinot Noir (Sonoma Coast),93,Jim Gordon
Hirsch 2014 Bohan-Dillon Pinot Noir (Sonoma Coast),90,Jim Gordon
Hirsch 2014 Raschen Ridge Pinot Noir (Sonoma Coast),92,Jim Gordon
Hirsch 2014 Reserve Pinot Noir (Sonoma Coast),92,Jim Gordon
Hirsch 2014 San Andreas Fault Pinot Noir (Sonoma Coast),91,Jim Gordon
Hirsch 2014 West Ridge Pinot Noir (Sonoma Coast),91,Jim Gordon
Hirsch 2015 Chardonnay (Sonoma Coast),87,Jim Gordon
Hiruzta 2016 Berezia Hondarrabi Zuri (Getariako Txakolina),88,Michael Schachner
Hoodsport 2005 Cabernet Merlot (Columbia Valley (WA)),80,Paul Gregutt
Hubert Meyer NV Brut Ros�?Pinot Noir (Cr챕mant d'Alsace),89,Anne Krebiehl?�MW
Hubert Meyer NV Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Ignacio Mar챠n NV El Gordo Garnacha (Cari챰ena),83,Michael Schachner
Il Bosco di Grazia 2010 Il Bosco di Grazia Riserva  (Brunello di Montalcino),89,Kerin O??�eefe
Il Mosnel 2008 Paros�?Sparkling (Franciacorta),90,Kerin O??�eefe
Il Mosnel 2009 Brut Sat챔n Chardonnay (Franciacorta),86,Kerin O??�eefe
Il Mosnel 2009 EBB Extra Brut Chardonnay (Franciacorta),90,Kerin O??�eefe
Il Mosnel 2010 Brut Sat챔n Chardonnay (Franciacorta),86,Kerin O??�eefe
Il Mosnel NV Brut Ros�?Sparkling (Franciacorta),87,Kerin O??�eefe
Il Mosnel NV Brut Sparkling (Franciacorta),91,Kerin O??�eefe
Ilo?�ki Podrumi 2007 Cabernet Sauvignon Blaufr채nkisch Red (Podunavlje),85,Anna Lee C. Iijima
Ilo?�ki Podrumi 2008 Traminer (Podunavlje),87,Anna Lee C. Iijima
Ilo?�ki Podrumi 2009 Blaufr채nkisch (Podunavlje),84,Anna Lee C. Iijima
Inconceivable 2015 The Fog Prince Pinot Noir (Santa Barbara County),88,Matt Kettmann
Iris Vineyards 2015 Bayliss-Bower Vineyard Pinot Noir,92,Paul Gregutt
J & J 2015 Les Collines & Pepper Bridge Vineyards Riesling (Walla Walla Valley (WA)),87,Sean P. Sullivan
J Vineyards & Winery 2015 Pinot Noir,89,Matt Kettmann
J Vineyards & Winery NV Brut Ros�?Sparkling (Russian River Valley),91,Virginie Boone
J Vineyards & Winery NV Brut Ros�?Sparkling (Russian River Valley),92,Virginie Boone
J. Dumangin Fils NV Brut 17  (Champagne),86,Roger Voss
J. Dumangin Fils NV Brut 17  (Champagne),88,Roger Voss
J. Dumangin Fils NV Cuv챕e Firmin Brut Nature Chardonnay (Champagne),90,Roger Voss
J. Dumangin Fils NV Cuv챕e Hippolyte Brut Nature Pinot Noir (Champagne),91,Roger Voss
J. Dumangin Fils NV Grande R챕serve Premier Cru Brut  (Champagne),82,Roger Voss
J. Dumangin Fils NV Ros�?Premier Cru Brut  (Champagne),88,Roger Voss
J. M. Gobillard et Fils NV Grande R챕serve Premier Cru Brut  (Champagne),90,Roger Voss
J. Portugal Ramos 2008 Marqu챗s de Borba Red (Alentejo),84,Roger Voss
J. Rickards 2013 Croft Vineyard Sauvignon Blanc (Alexander Valley),85,Virginie Boone
Jacquart NV Brut de Nomin챕e  (Champagne),85,Paul Gregutt
Jacquart NV Brut Mosa챦que  (Champagne),88,Roger Voss
Jacquart NV Brut Mosa챦que  (Champagne),90,Paul Gregutt
Jacquart NV Brut Mosa챦que Signature  (Champagne),92,Roger Voss
Jacquart NV Mosa챦que Ros�?Brut  (Champagne),88,Roger Voss
Jacquart NV Ros�?Mosa챦que Brut  (Champagne),87,Roger Voss
Jacques Bardelot NV Brut  (Champagne),88,Roger Voss
Jaffelin NV Brut Ros�? (Cr챕mant de Bourgogne),86,Roger Voss
James Charles 2015 Petite Verdot (Virginia),88,Carrie Dykes
Jansz NV Premium Ros�?Sparkling (Tasmania),91,Christina Pickard
Jason-Stephens 2009 Estate Petite Verdot (Santa Clara Valley),85,Virginie Boone
Jaume Serra NV Cristalino Brut Sparkling (Cava),87,Michael Schachner
Jean Josselin NV Alliance Brut  (Champagne),88,Roger Voss
Jean Laurent NV Brut Ros�?Pinot Noir (Champagne),88,Roger Voss
Jean-Baptiste Adam 2012 Tradition Pinot Gris (Alsace),87,Roger Voss
Jean-Baptiste Adam NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),90,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),91,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Brut Sparkling (Cr챕mant d'Alsace),84,Joe Czerwinski
Jean-Baptiste Adam NV Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Brut Sparkling (Cr챕mant d'Alsace),89,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Brut Sparkling (Cr챕mant d'Alsace),91,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Brut Sparkling (Cr챕mant d'Alsace),92,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Emotion Brut Sparkling (Cr챕mant d'Alsace),92,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Emotion Brut Sparkling (Cr챕mant d'Alsace),93,Anne Krebiehl?�MW
Jean-Baptiste Adam NV Les Natures Brut Sparkling (Cr챕mant d'Alsace),92,Anne Krebiehl?�MW
Jean-Luc Bald챔s 2006 Clos Triguedina Probus Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2006 Clos Triguedina The New Black Wine Malbec (Cahors),94,Roger Voss
Jean-Luc Bald챔s 2007 Clos Triguedina Au Coin du Bois Malbec (Cahors),92,Roger Voss
Jean-Luc Bald챔s 2007 Clos Triguedina Les Galets Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2007 Clos Triguedina Les Petites Cailles Malbec (Cahors),94,Roger Voss
Jean-Luc Bald챔s 2007 Clos Triguedina Probus Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2007 Clos Triguedina The New Black Wine Malbec (Cahors),94,Roger Voss
Jean-Luc Bald챔s 2008 Ch창teau Labrande Malbec (Cahors),92,Roger Voss
Jean-Luc Bald챔s 2008 Clos Triguedina Bald챔s Red (Cahors),88,Roger Voss
Jean-Luc Bald챔s 2008 Clos Triguedina La Chapelle du Clos Malbec (Cahors),88,Roger Voss
Jean-Luc Bald챔s 2008 Clos Triguedina Les Petites Cailles Malbec (Cahors),94,Roger Voss
Jean-Luc Bald챔s 2008 Clos Triguedina Red (Cahors),90,Roger Voss
Jean-Luc Bald챔s 2008 Clos Triguedina The New Black Wine Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2009 Ch창teau de Flore Malbec (Cahors),90,Roger Voss
Jean-Luc Bald챔s 2009 Ch창teau Labrande Malbec (Cahors),92,Roger Voss
Jean-Luc Bald챔s 2009 Clos Triguedina La Chapelle du Clos Malbec (Cahors),89,Roger Voss
Jean-Luc Bald챔s 2009 Clos Triguedina L'Or du Clos Chenin Blanc,90,Roger Voss
Jean-Luc Bald챔s 2009 Clos Triguedina Malbec-Merlot (Cahors),91,Roger Voss
Jean-Luc Bald챔s 2009 Clos Triguedina Petit Clos Malbec-Merlot (Cahors),89,Roger Voss
Jean-Luc Bald챔s 2009 Clos Triguedina Probus Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2009 Clos Triguedina The New Black Wine Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2009 Esprit de Flore Malbec (Cahors),87,Roger Voss
Jean-Luc Bald챔s 2010 Ch창teau Labrande Malbec (Cahors),89,Roger Voss
Jean-Luc Bald챔s 2010 Clos Triguedina Le Sec du Clos Chardonnay-Viognier,88,Roger Voss
Jean-Luc Bald챔s 2010 Clos Triguedina Petites Cailles Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2011 Ch창teau Labrande Malbec (Cahors),88,Roger Voss
Jean-Luc Bald챔s 2011 Clos Triguedina Probus Malbec (Cahors),92,Roger Voss
Jean-Luc Bald챔s 2011 Clos Triguedina The New Black Wine Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2011 Triguedina Petit Clos Malbec-Merlot (Cahors),86,Roger Voss
Jean-Luc Bald챔s 2012 Clos Triguedina Les Galets Malbec (Cahors),94,Roger Voss
Jean-Luc Bald챔s 2012 Clos Triguedina Malbec (Cahors),90,Roger Voss
Jean-Luc Bald챔s 2012 Clos Triguedina Probus Malbec (Cahors),92,Roger Voss
Jean-Luc Bald챔s 2012 Clos Triguedina The New Black Wine??Malbec (Cahors),94,Roger Voss
Jean-Luc Bald챔s 2012 Elegant Malbec (Cahors),84,Roger Voss
Jean-Luc Bald챔s 2012 Le Sec du Clos Vin de Lune Viognier-Chardonnay,87,Roger Voss
Jean-Luc Bald챔s 2012 Malbec du Clos Malbec (Cahors),87,Roger Voss
Jean-Luc Bald챔s 2013 Clos Triguedina Probus Malbec (Cahors),93,Roger Voss
Jean-Luc Bald챔s 2013 Clos Triguedina Red (Cahors),87,Roger Voss
Jean-Luc Bald챔s 2013 Clos Triguedina The New Black Wine Malbec (Cahors),95,Roger Voss
Jean-Luc Bald챔s 2014 Clos Triguedina Blanc Sec Vin de Lune Viognier-Chardonnay,88,Roger Voss
Jean-Luc Bald챔s 2014 Clos Triguedina Red (Cahors),91,Roger Voss
Jean-Luc Bald챔s 2014 Malbec du Clos Malbec (Cahors),89,Roger Voss
Jean-Michel Cazes 2011 Michel Lynch  (Bordeaux),85,Roger Voss
Jean-No챘l Haton NV Blanc de Blancs Brut Chardonnay (Champagne),91,Roger Voss
Jean-No챘l Haton NV Brut Ros�? (Champagne),87,Roger Voss
Jeeper NV Brut Grand Assemblage  (Champagne),90,Roger Voss
Jorge Ord처챰ez & Co. 2016 Botani Old Vines Moscatel,89,Michael Schachner
Joseph Cattin NV Brut Cattin Sparkling (Cr챕mant d'Alsace),91,Anne Krebiehl?�MW
Joseph Mellot 2012 Domaine des Emois  (Sancerre),90,Roger Voss
Joseph Mellot 2016 Domaine des Emois  (Sancerre),87,Roger Voss
Joseph Perrier NV Cuv챕e Royale Brut Blanc de Blancs Chardonnay (Champagne),90,Roger Voss
Joseph Perrier NV Cuv챕e Royale Brut Ros�? (Champagne),90,Roger Voss
Josmeyer NV Alsace Dream White (Alsace),88,Anne Krebiehl?�MW
Jos�?Maria da Fonseca 2011 Domingos Touriga Nacional & Syrah Red (Pen챠nsula de Set첬bal),90,Roger Voss
Joyful Noise 2014 Lazy River Vineyard Pinot Noir,87,Paul Gregutt
Judith Beck 2007 Pinot Noir (Burgenland),90,Roger Voss
Juv�?y Camps NV Brut Ros�?Pinot Noir (Cava),84,Michael Schachner
Juv�?y Camps NV Brut Ros�?Pinot Noir (Cava),86,Michael Schachner
Juv�?y Camps NV Cinta P첬rpura Brut Reserva Sparkling (Cava),87,Michael Schachner
K Vintners 2008 Milbrandt Syrah (Wahluke Slope),92,Paul Gregutt
K&K; Vasilikon 2010 Xynisteri (Pafos),85,Susan Kostrzewa
K&M; 2012 Alchemy Vineyard Chardonnay (Willamette Valley),90,Paul Gregutt
K&M; 2012 Alchemy Vineyard Reserve Pinot Noir (Chehalem Mountains),90,Paul Gregutt
Kakhetia Traditional Winemaking 2012 Red Naturally Semi-Sweet Ojaleshi,88,Mike DeSimone
Karine 2012 Love Ranch Vineyard Syrah,89,Jim Gordon
Katogi & Strofilia 2013 Mountain Fish Agiorgitiko (Peloponnese),89,Susan Kostrzewa
Keating 2012 Sauvignon Blanc (Dry Creek Valley),82,Jesica Vargas
Keating 2012 Sauvignon Blanc (Dry Creek Valley),82,Christina Pickard
Ken Wright 2008 Abbott Claim Vineyard Pinot Noir,92,Paul Gregutt
Ken Wright 2008 McCrone Vineyard Pinot Noir,92,Paul Gregutt
Ken Wright 2010 Abbott Claim Vineyard Pinot Noir,92,Paul Gregutt
Ken Wright 2010 McCrone Vineyard Pinot Noir,88,Paul Gregutt
Ken Wright 2010 Savoya Vineyard Pinot Noir,94,Paul Gregutt
Ken Wright 2010 Shea Vineyard Pinot Noir,90,Paul Gregutt
Ken Wright 2011 Savoya Vineyard Pinot Noir,90,Paul Gregutt
Ken Wright 2011 Shea Vineyard Pinot Noir,91,Paul Gregutt
Ken Wright 2012 Abbott Claim Vineyard Pinot Noir,97,Paul Gregutt
Ken Wright 2012 Bonnie Jean Vineyard Pinot Noir,92,Paul Gregutt
Ken Wright 2012 McCrone Vineyard Pinot Noir,92,Paul Gregutt
Ken Wright 2012 Savoya Vineyard Pinot Noir,92,Paul Gregutt
Ken Wright 2012 Shea Vineyard Pinot Noir,94,Paul Gregutt
Ken Wright 2014 Abbott Claim Vineyard Pinot Noir,96,Paul Gregutt
Ken Wright 2014 Bonnie Jean Vineyard Pinot Noir,94,Paul Gregutt
Ken Wright 2014 McCrone Vineyard Pinot Noir,94,Paul Gregutt
Ken Wright 2014 Savoya Vineyard Pinot Noir,93,Paul Gregutt
Ken Wright 2014 Shea Vineyard Pinot Noir,93,Paul Gregutt
Ken Wright 2014 Tanager Vineyard Pinot Noir,93,Paul Gregutt
Kendall-Jackson 2013 Vintner's Reserve Riesling (Monterey County),87,Jim Gordon
Kitchen Sink NV White (California),83,Jim Gordon
Kitchen Sink NV White (California),87,Jim Gordon
Korbel NV Blanc de Noirs Sparkling (California),90,Jim Gordon
Korbel NV Brut Ros�?Sparkling (California),88,Jim Gordon
Korbel NV Brut Sparkling (California),86,Jim Gordon
Korbel NV Brut Sparkling (California),87,Jim Gordon
Kozlovi??2011 Teran (Istria),90,Jeff Jenssen
Kozlovi??2012 Malvazija Malvasia (Istria),90,Jeff Jenssen
Kracher 2011 Sohm & Kracher Gr체ner Veltliner (Nieder철sterreich),82,Roger Voss
Kramer 2007 Port Pinot Noir,85,Paul Gregutt
Kramer 2008 Pinot Gris,86,Paul Gregutt
Kramer 2011 Cardiac Hill Pinot Noir,85,Paul Gregutt
Kramer 2012 Estate Chardonnay,86,Paul Gregutt
Kramer 2012 Estate Pinot Noir,86,Paul Gregutt
Kramer 2012 Yamhill Vineyard Riesling,89,Paul Gregutt
Kramer 2013 Celebrate M체ller-Thurgau,84,Paul Gregutt
Kramer 2013 Celebrate Pinot Gris,85,Paul Gregutt
Kramer 2013 M체ller-Thurgau,85,Paul Gregutt
Kriter NV Blanc de Blancs Brut Sparkling (France),86,Michael Schachner
Krug NV Brut Ros�? (Champagne),93,Michael Schachner
Krug NV Brut Ros�? (Champagne),95,Roger Voss
Ktima Voyatzi 2014 Tsapournakos,90,Susan Kostrzewa
Kudos 2010 Reserve Pinot Noir,89,Paul Gregutt
Kudos 2012 Reserve Pinot Noir,86,Paul Gregutt
Kudos 2014 Reserve Pinot Noir,85,Paul Gregutt
Kuentz-Bas NV Trois Ch창teaux Brut Sparkling (Cr챕mant d'Alsace),91,Anne Krebiehl?�MW
L. Tramier & Fils 2015 Laurent Dufouleur Cuv챕e El챕onore  (Bourgogne),87,Roger Voss
La Ca챰a 2016 Albari챰o Albari챰o (R챠as Baixas),88,Michael Schachner
La Chablisienne 2012 Mont de Milieu Premier Cru  (Chablis),92,Roger Voss
La Gioiosa NV Extra Dry  (Valdobbiadene Prosecco Superiore),88,Kerin O??�eefe
La Montina 2006 Vintage Riserva Extra Brut Sparkling (Franciacorta),86,Kerin O??�eefe
La Montina NV Brut Sparkling (Franciacorta),86,Kerin O??�eefe
La Montina NV Sat챔n Chardonnay (Franciacorta),86,Kerin O??�eefe
La Rata 2012 Red (Walla Walla Valley (WA)),94,Sean P. Sullivan
La Rata 2013 Red (Walla Walla Valley (WA)),93,Sean P. Sullivan
La Rata 2014 Red (Walla Walla Valley (WA)),93,Sean P. Sullivan
La Tordera NV Brunei Brut Glera,87,Kerin O??�eefe
La Valle 2006 Naturalis Extra Brut Sparkling (Franciacorta),88,Kerin O??�eefe
La Valle 2007 Naturalis Extra Brut Sparkling (Franciacorta),88,Kerin O??�eefe
La Valle 2008 Regium Brut Chardonnay (Franciacorta),90,Kerin O??�eefe
